id,qid1,qid2,question1,question2,is_duplicate,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,token_set_ratio,token_sort_ratio,fuzz_ratio,fuzz_partial_ratio,longest_substr_ratio
40,81,82,why do slavs squat ,will squats make my legs thicker ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40,40,32,47,0.3
41,83,84,when can i expect my cognizant confirmation mail ,when can i expect cognizant confirmation mail ,0,0.9999750006249843,0.9999750006249843,0.9999666677777408,0.7499812504687383,0.999985714489793,0.874989062636717,1.0,1.0,1.0,7.5,100,97,97,93,0.6170212765957447
42,85,86,can i make 50k a month by day trading ,can i make 30k a month by day trading ,0,0.7999840003199936,0.7999840003199936,0.9999750006249843,0.9999750006249843,0.8888790124554172,0.8888790124554172,1.0,1.0,0.0,9.0,97,97,97,97,0.6666666666666666
43,87,88,is being a good kid and not being a rebel worth it in the long run ,is being bored good for a kid ,0,0.6666444451851604,0.3333277778703688,0.7499812504687383,0.374995312558593,0.7142755103498521,0.3124980468872069,0.0,1.0,9.0,11.5,79,46,42,63,0.2903225806451613
44,89,90,what universities does rexnord recruit new grads from  what majors are they looking for ,what universities does b g foods recruit new grads from  what majors are they looking for ,0,0.8571306124198226,0.6666592593415629,0.9999833336111064,0.9999833336111064,0.857136734737609,0.7499953125292967,1.0,1.0,2.0,15.0,95,90,93,92,0.651685393258427
45,91,92,what is the quickest way to increase instagram followers ,how can we increase our number of instagram followers ,0,0.7499812504687383,0.5999880002399952,0.0,0.0,0.3333296296707814,0.3333296296707814,1.0,0.0,0.0,9.0,70,66,62,65,0.3818181818181818
46,93,94,how did darth vader fought darth maul in star wars legends ,does quora have a character limit for profile descriptions ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,38,40,40,41,0.05
47,95,96,what are the stages of breaking up between couple  i mean  what happens after the breaking up emotionally whether its a male or female ,who is affected more by a breakup  the boy or the girl ,0,0.0,0.0,0.4285653062099113,0.272724793410969,0.2499979166840276,0.1249994791688368,0.0,0.0,12.0,18.0,46,44,37,51,0.1071428571428571
48,97,98,what are some examples of products that can be make from crude oil ,what are some of the products made from crude oil ,1,0.7499812504687383,0.5999880002399952,0.8333194446759221,0.6249921875976551,0.7999920000799993,0.6153798816932178,1.0,1.0,3.0,11.5,90,82,77,68,0.3333333333333333
49,99,100,how do i make friends ,how to make friends  ,1,0.9999500024998748,0.9999500024998748,0.4999750012499374,0.3333222225925802,0.7499812504687383,0.5999880002399952,1.0,1.0,1.0,4.5,91,80,90,86,0.6363636363636364
50,101,102,is career launcher good for rbi grade b preparation ,how is career launcher online program for rbi grade b ,1,0.7142755103498521,0.7142755103498521,0.9999500024998748,0.6666444451851604,0.7777691358984901,0.6999930000699993,0.0,0.0,1.0,9.5,81,75,71,75,0.3584905660377358
51,103,104,will a blu ray play on a regular dvd player  if so  how ,how can you play a blu ray dvd on a regular dvd player ,1,0.9999833336111064,0.9999833336111064,0.5999880002399952,0.4999916668055532,0.69230236690487,0.69230236690487,0.0,0.0,0.0,13.0,91,82,68,69,0.4464285714285714
52,105,106,nd she is always sad ,aerodynamically what happens when propellor rotates ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,34,34,25,38,0.0909090909090909
53,107,108,what is the best most memorable thing you have ever eaten and why ,what is the most delicious dish you have ever eaten and why ,1,0.4999875003124922,0.3999920001599968,0.999987500156248,0.999987500156248,0.8333263889467588,0.7692248521165221,1.0,1.0,1.0,12.5,85,76,79,73,0.4754098360655737
54,109,110,how gst affects the cas and tax officers ,why can not i do my homework ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,41,41,38,45,0.1
55,111,112,how difficult is it get into rsi ,do you apply for programs like rsi when you are a rising senior ,0,0.3333222225925802,0.1666638889351844,0.0,0.0,0.1428551020699704,0.0769224852116522,0.0,0.0,6.0,10.0,37,34,36,39,0.1470588235294117
56,113,114,who is israil friend ,is my boyfriend lying about his true feelings for his friend and is he secretly attracted to her ,0,0.4999750012499374,0.1428551020699704,0.4999750012499374,0.1111098765569271,0.4999875003124922,0.1111104938305898,0.0,0.0,14.0,11.0,62,28,28,62,0.3636363636363636
57,115,116,what are some good rap songs to dance to ,what are some of the best rap songs ,0,0.6666444451851604,0.4999875003124922,0.7499812504687383,0.5999880002399952,0.6249921875976551,0.5555493827846357,0.0,1.0,1.0,8.5,81,77,67,72,0.3783783783783784
58,117,118,i was suddenly logged off gmail  i can not remember my gmail password and just realized the recovery email is no longer alive  what can i do ,i can not remember my gmail password or my recovery email  how can i recover my e mail ,1,0.6249921875976551,0.4999950000499995,0.6666555557407376,0.3076899408466089,0.4999972222376542,0.3333320987700046,0.0,1.0,9.0,22.5,82,63,60,71,0.4204545454545454
59,119,120,what are the best ways to learn french ,how do i learn french genders ,0,0.6666444451851604,0.4999875003124922,0.0,0.0,0.3333277778703688,0.249996875039062,0.0,0.0,2.0,7.0,63,48,51,60,0.4516129032258064
60,121,122,how do i download content from a kickass torrent without registration ,is kickass torrents trustworthy ,0,0.3333222225925802,0.1666638889351844,0.0,0.0,0.2499937501562461,0.090908264470323,0.0,0.0,7.0,7.5,44,42,48,69,0.4848484848484848
61,123,124,is it normal to have a dark ring around the iris of my eye ,what causes a dark ring around the iris  how should it be treated ,0,0.6666555557407376,0.6666555557407376,0.4285653062099113,0.374995312558593,0.5384573964815655,0.4999964285969386,0.0,0.0,1.0,13.5,70,56,63,66,0.4833333333333333
62,125,126,how is the new harry potter book  harry potter and the cursed child  ,how bad is the new book by j k rowling ,1,0.3333277778703688,0.3333277778703688,0.7499812504687383,0.7499812504687383,0.4999950000499995,0.384612426058261,0.0,1.0,3.0,11.5,67,52,50,56,0.3
63,127,128,why do i always get depressed ,why do i always get depressed in the evening ,0,0.9999666677777408,0.7499812504687383,0.9999666677777408,0.5999880002399952,0.9999833336111064,0.6666592593415629,0.0,1.0,3.0,7.5,100,79,79,100,0.967741935483871
64,129,130,where can i find a european family office database ,where do i find a u s  family office database ,0,0.7999840003199936,0.7999840003199936,0.7499812504687383,0.5999880002399952,0.7777691358984901,0.6999930000699993,1.0,1.0,1.0,9.5,91,83,84,78,0.5106382978723404
65,131,132,what is java programming  how to learn java programming language  ,how do i learn a computer language like java ,1,0.7499812504687383,0.5999880002399952,0.2499937501562461,0.2499937501562461,0.4444395062277086,0.3999960000399996,0.0,0.0,1.0,9.5,69,50,46,60,0.217391304347826
66,133,134,what is the best book ever made ,what is the most important book you have ever read ,1,0.4999875003124922,0.4999875003124922,0.9999666677777408,0.4999916668055532,0.7142755103498521,0.4999950000499995,0.0,1.0,3.0,8.5,81,62,67,62,0.3636363636363636
67,135,136,can we ever store energy produced in lightning ,is it possible to store the energy of lightning ,1,0.7499812504687383,0.5999880002399952,0.0,0.0,0.374995312558593,0.3333296296707814,1.0,0.0,1.0,8.5,67,67,60,66,0.2291666666666666
68,137,138,what is your review of performance testing ,what is performance testing ,0,0.9999500024998748,0.6666444451851604,0.9999500024998748,0.4999875003124922,0.9999750006249843,0.5714204082798817,1.0,1.0,3.0,5.5,100,78,78,82,0.7241379310344828
69,139,140,at what cost does so much privacy as in germany come  what else is lost to gain so much privacy ,are there any people who genuinely enjoy salad with no dressing ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.5,44,42,38,45,0.0615384615384615
70,141,142,what are the types of immunity ,what are the different types of immunity in our body ,0,0.9999500024998748,0.4999875003124922,0.9999750006249843,0.6666555557407376,0.9999833336111064,0.5999940000599994,0.0,1.0,4.0,8.0,100,73,73,77,0.59375
71,143,144,what is a narcissistic personality disorder ,what is narcissistic personality disorder ,1,0.9999666677777408,0.9999666677777408,0.9999500024998748,0.6666444451851604,0.999980000399992,0.8333194446759221,1.0,1.0,1.0,5.5,100,98,98,95,0.813953488372093
72,145,146,how i can speak english fluently ,how can i learn to speak english fluently ,1,0.9999666677777408,0.7499812504687383,0.9999666677777408,0.7499812504687383,0.9999833336111064,0.7499906251171861,1.0,1.0,2.0,7.0,100,88,85,82,0.7058823529411765
73,147,148,how helpful is quickbooks  auto data recovery support phone number to recover your corrupted data files ,what is the quickbooks customer support phone number usa ,1,0.6666555557407376,0.363633057881292,0.3333222225925802,0.2499937501562461,0.5555493827846357,0.3124980468872069,0.0,0.0,7.0,12.5,76,54,58,72,0.3793103448275862
74,149,150,who is the richest gambler of all time and how can i reach his level ,who is the richest gambler of all time and how can i reach his level as a gambler ,1,0.999980000399992,0.999980000399992,0.999990000099999,0.8333263889467588,0.9999933333777776,0.8333287037294237,0.0,1.0,3.0,16.5,100,91,91,100,0.9857142857142858
75,151,152,if i fire a bullet backward from an aircraft going faster than the bullet  will the bullet be going backwards ,do bullets travel faster than the speed of sound when shot from a gun  if not  is it possible  if they do  what gun and how much devastation occurs ,0,0.1428551020699704,0.090908264470323,0.5555493827846357,0.3333311111259258,0.2999985000074999,0.2068958382902128,0.0,0.0,9.0,24.5,46,44,40,42,0.1531531531531531
76,153,154,how do i prevent breast cancer ,is breast cancer preventable ,0,0.6666444451851604,0.6666444451851604,0.0,0.0,0.4999875003124922,0.3333277778703688,0.0,0.0,2.0,5.0,79,79,52,55,0.5
77,155,156,how do i log out of my gmail account on my friend own phone ,how can i know who logged in to my gmail account   by telling his ip address or device name  ,0,0.3999920001599968,0.2222197531138543,0.374995312558593,0.2999970000299997,0.3571403061406704,0.2631565097025805,0.0,1.0,5.0,16.5,58,59,56,63,0.2950819672131147
78,157,158,how can i make money through the internet ,what are some different ways to make money online  excluding selling things ,0,0.6666444451851604,0.249996875039062,0.0,0.0,0.249996875039062,0.1666652777893517,0.0,0.0,4.0,10.0,49,43,45,50,0.2790697674418604
79,159,160,what is purpose of life ,what is the purpose of life  what is life actually about ,1,0.9999500024998748,0.6666444451851604,0.9999666677777408,0.5999880002399952,0.999980000399992,0.454541322351615,0.0,1.0,6.0,8.0,100,59,58,83,0.68
80,161,162,when will the bjp government strip all the muslims and the christians of the indian citizenship and put them on boats like the rohingya own of burma ,why india does not apply the  burma rohingya model  to deport illegal bangladeshis ,0,0.249996875039062,0.1666652777893517,0.1999960000799984,0.1111098765569271,0.2307674556349566,0.1111106995900015,0.0,0.0,14.0,20.0,53,46,38,47,0.119047619047619
81,163,164,what is the right etiquette for wishing a jehovah witness happy birthday ,how important is it to be the first person to wish someone a happy birthday ,0,0.2857102041399408,0.2857102041399408,0.5999880002399952,0.4285653062099113,0.4166631944733794,0.3333311111259258,1.0,0.0,3.0,13.5,61,50,59,59,0.2162162162162162
82,165,166,if someone wants to open a commercial fm radio station in any city of india  how much does it cost and what is the procedure ,i want to make a travel commercial clip video hd   for india and new zealand  how much will it cost ,0,0.3333305555787035,0.3333305555787035,0.6249921875976551,0.384612426058261,0.44999775001125,0.3599985600057599,0.0,0.0,5.0,22.5,64,61,53,60,0.1188118811881188
83,167,168,why do swiss despise asians ,why do technical employees despise sales people so much ,0,0.3333222225925802,0.1666638889351844,0.9999500024998748,0.6666444451851604,0.5999880002399952,0.3333296296707814,0.0,1.0,4.0,7.0,68,44,51,57,0.3448275862068966
84,169,170,what are some of the high salary income jobs in the field of biotechnology ,what are some high paying jobs for a fresher with an m tech in biotechnology ,1,0.4999916668055532,0.4999916668055532,0.6666555557407376,0.4444395062277086,0.4999964285969386,0.4666635555762962,1.0,1.0,1.0,14.5,75,68,67,65,0.1973684210526315
85,171,172,how can i increase my height after 21 also ,can height increase after 25 ,1,0.6666444451851604,0.4999875003124922,0.9999500024998748,0.3999920001599968,0.7999840003199936,0.4444395062277086,0.0,0.0,4.0,7.0,94,77,63,62,0.3333333333333333
86,173,174,what were the major effects of the cambodia earthquake  and how do these effects compare to the kamchatca earthquakes in 1952 ,what were the major effects of the cambodia earthquake  and how do these effects compare to the valparaiso earthquake in 1822 ,1,0.7142755103498521,0.6249921875976551,0.999990000099999,0.999990000099999,0.7142823129413669,0.7142823129413669,0.0,1.0,0.0,21.0,91,90,93,93,0.7559055118110236
87,175,176,what is the difference between sincerity and fairness ,what is the difference between honest and sincere ,0,0.3333222225925802,0.3333222225925802,0.999980000399992,0.999980000399992,0.7499906251171861,0.7499906251171861,0.0,1.0,0.0,8.0,88,88,82,82,0.6078431372549019
88,177,178,which is the best gaming laptop under 60k inr ,which is the best gaming laptop under rs 60k ,1,0.7999840003199936,0.7999840003199936,0.9999750006249843,0.9999750006249843,0.8888790124554172,0.8888790124554172,0.0,1.0,0.0,9.0,97,92,92,93,0.8260869565217391
89,179,180,what is your review of the next warrior  proving grounds   part 9 ,what is your review of the next warrior  proving grounds   part 5 ,0,0.8571306124198226,0.8571306124198226,0.999980000399992,0.999980000399992,0.9166590278414348,0.9166590278414348,0.0,1.0,0.0,12.0,98,98,98,98,0.9552238805970148
90,181,182,what is the best reference book for physics class 11th ,which book should i choose for reference for physics and chemistry  class 11  cbse board  ,0,0.6666555557407376,0.4444395062277086,0.2499937501562461,0.1999960000799984,0.4999950000499995,0.3333311111259258,0.0,0.0,5.0,12.5,74,64,55,64,0.2321428571428571
91,183,184,national institute of technology  kurukshetra  how is the social life at nitk  surathkal ,national institute of technology karnataka  nitk    surathkal  to the graduating batch  what lessons would you want to give to your juniors before you leave ,0,0.6249921875976551,0.3571403061406704,0.3999920001599968,0.2857102041399408,0.5384573964815655,0.2916654513939525,0.0,1.0,11.0,18.5,75,58,52,63,0.3666666666666666
92,185,186,what are some of the best romantic movies in english ,what is the best romantic movie you have ever seen ,1,0.4999875003124922,0.3999920001599968,0.3999920001599968,0.3333277778703688,0.3999960000399996,0.3999960000399996,0.0,1.0,0.0,10.0,73,71,67,67,0.4615384615384615
93,187,188,what causes a nightmare ,what causes nightmares that seem real ,1,0.4999750012499374,0.2499937501562461,0.4999750012499374,0.4999750012499374,0.4999875003124922,0.3333277778703688,0.0,1.0,2.0,5.0,70,70,70,92,0.48
94,189,190,what is abstract expressionism in painting ,what are some of the major influences of abstract expressionism ,0,0.6666444451851604,0.4999875003124922,0.3333222225925802,0.1999960000799984,0.4999916668055532,0.2999970000299997,0.0,1.0,4.0,8.0,78,65,57,65,0.5454545454545454
95,191,192,how does 3d printing work ,how do 3d printing work ,1,0.9999666677777408,0.9999666677777408,0.4999750012499374,0.4999750012499374,0.7999840003199936,0.7999840003199936,1.0,1.0,0.0,5.0,96,96,96,92,0.72
96,193,194,what was it like to attend caltech with jeremy ehrhardt ,who are some notable folks who attended caltech ,0,0.2499937501562461,0.1999960000799984,0.0,0.0,0.124998437519531,0.0999990000099999,0.0,0.0,2.0,9.0,53,53,53,58,0.2040816326530612
97,195,196,why did harry become a horcrux ,what is a horcrux ,0,0.999900009999,0.3333222225925802,0.3333222225925802,0.3333222225925802,0.4999875003124922,0.3333277778703688,1.0,0.0,2.0,5.0,69,51,60,67,0.5789473684210527
98,197,198,what are the best associate product manager  apm  programs that someone in their early 20s can join to learn product management and have a rewarding career in the company ,what are the general requirement to become a product manager or a program manager in a product based software company ,0,0.3333296296707814,0.1999986666755555,0.8571306124198226,0.545449586821938,0.44999775001125,0.3103437574353191,1.0,1.0,9.0,24.5,64,67,56,56,0.1428571428571428
99,199,200,why is the number for skype at 1 855 425 3768 always busy ,how could i get skype to work on an android 4 1 1 phone ,0,0.249996875039062,0.249996875039062,0.0,0.0,0.1538449704233044,0.1428561224562681,0.0,0.0,1.0,13.5,47,48,36,37,0.1228070175438596
100,201,202,will there really be any war between india and pakistan over the uri attack  what will be its effects ,will there be a nuclear war between india and pakistan ,1,0.7499812504687383,0.4285653062099113,0.8333194446759221,0.4999950000499995,0.7999920000799993,0.4210504155241288,0.0,1.0,9.0,14.5,90,62,61,85,0.5714285714285714
101,203,204,did ronald reagan have a mannerism in his speech ,how did ronald reagan react to 9 11 ,0,0.4999875003124922,0.3999920001599968,0.3333222225925802,0.1999960000799984,0.374995312558593,0.3333296296707814,0.0,0.0,1.0,8.5,65,55,55,61,0.4864864864864865
102,205,206,what were the war strategies of the union and the confederates during the civil war ,how could the confederates have possibly defeated union forces at gettysburg during the american civil war ,0,0.7999840003199936,0.3999960000399996,0.3999920001599968,0.3333277778703688,0.399997333351111,0.3749976562646483,1.0,0.0,1.0,15.5,74,61,54,56,0.2235294117647059
103,207,208,which is the best fiction novel of 2016 ,which are some of the best fiction novels ,0,0.6666444451851604,0.4999875003124922,0.7499812504687383,0.5999880002399952,0.6249921875976551,0.6249921875976551,0.0,1.0,0.0,8.0,80,80,75,75,0.5609756097560976
104,209,210,can i recover my email if i forgot the password ,what should i do if i forgot my email password ,1,0.9999666677777408,0.7499812504687383,0.5999880002399952,0.4999916668055532,0.5999940000599994,0.5999940000599994,1.0,0.0,0.0,10.0,79,77,60,62,0.2708333333333333
105,211,212,will the recent demonetisation results in higher gdp  if so how much ,how demonetisation could affect the gdp of india in both short run and long run ,0,0.3333277778703688,0.249996875039062,0.4999916668055532,0.4999916668055532,0.4166631944733794,0.3333311111259258,0.0,0.0,3.0,13.5,61,56,50,55,0.2285714285714285
106,213,214,have you ever heard of travel hacking ,can whatsapp be hacked ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.5,44,44,41,48,0.2083333333333333
